Protein,Len,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,LogFoldChange,Zstatistic
lcl|c228309_g1_i6|m.13221,556,5,1,2,3,2,1,1,2,0,4,1,2,2,0,0,0,1,0,0,3,-0.465,-1.3411
lcl|c228314_g1_i1|m.13228,195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-0.0089
lcl|c228317_g4_i1|m.13231,201,6,3,3,5,4,3,4,2,4,5,2,3,3,2,6,1,3,1,3,2,-0.421,-1.6056
lcl|c228325_g7_i1|m.13245,190,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0.067,0.1423
lcl|c228330_g5_i1|m.13250,356,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.322,-0.7737
lcl|c228343_g4_i4|m.13280,1114,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,-0.006,-0.0131
lcl|c228380_g1_i2|m.13296,215,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.01,-0.0221
lcl|c228390_g1_i2|m.13299,570,2,1,2,2,3,1,3,4,0,3,1,1,1,1,1,1,1,1,3,1,-0.625,-1.6712
lcl|c228406_g1_i4|m.13303,280,1,3,2,2,3,2,2,2,0,1,1,1,1,1,0,1,1,0,1,1,-0.665,-1.626
lcl|c228448_g3_i1|m.13331,244,1,1,0,0,1,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,-0.111,-0.2476
lcl|c228451_g2_i1|m.13337,252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.015,0.0329
lcl|c228453_g2_i2|m.13342,106,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.022,0.049
lcl|c228461_g1_i2|m.13347,301,2,1,1,1,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,-0.203,-0.481
lcl|c228497_g4_i2|m.13372,297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.0775
lcl|c228506_g1_i2|m.13379,474,6,5,3,6,4,4,5,5,2,5,4,1,1,0,2,0,0,0,2,1,-1.104,-3.5112
lcl|c228524_g1_i1|m.13396,300,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.007,0.0148
lcl|c228525_g4_i3|m.13399,504,3,1,1,2,3,3,3,4,2,3,3,3,2,3,2,2,4,3,0,2,0.019,0.0661
lcl|c228527_g1_i1|m.13403,173,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.106,-0.2394
lcl|c228529_g1_i1|m.13404,353,4,8,16,8,7,6,8,8,3,13,5,3,1,4,2,2,3,1,5,2,-1.073,-4.7408
lcl|c228543_g5_i2|m.13413,375,2,3,2,3,5,2,0,2,1,1,0,0,2,0,0,0,2,0,1,2,-0.534,-1.4881
lcl|c228577_g3_i1|m.13439,356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.038,-0.0847
lcl|c228583_g3_i2|m.13440,202,12,9,2,5,9,9,7,6,3,8,3,4,6,8,8,3,4,3,7,8,-0.259,-1.4969
lcl|c228583_g6_i1|m.13441,491,46,34,44,53,44,37,38,41,32,48,42,49,32,44,41,39,29,34,41,35,-0.076,-1.0577
lcl|c228588_g1_i6|m.13448,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.062,-0.1416
lcl|c228608_g2_i2|m.13456,420,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.203,-0.4776
lcl|c228611_g1_i2|m.13461,119,3,0,2,2,1,0,4,0,1,1,2,1,1,3,3,2,1,0,2,1,0.006,0.0184
lcl|c228611_g7_i1|m.13463,400,1,1,3,1,4,0,2,2,1,0,3,5,7,4,6,8,3,4,3,4,1.023,3.3444
lcl|c228621_g3_i1|m.13469,135,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.002,-0.004
lcl|c228623_g6_i3|m.13470,269,0,0,1,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,-0.282,-0.6253
lcl|c228653_g2_i5|m.13498,486,2,2,1,3,1,1,1,1,0,2,1,1,3,2,1,1,0,0,1,1,-0.097,-0.2721
lcl|c228653_g2_i7|m.13499,354,2,1,1,3,1,1,0,1,0,1,0,1,2,2,1,1,0,0,2,1,-0.002,-0.0043
lcl|c228665_g3_i2|m.13504,248,2,0,2,4,4,3,0,3,1,2,2,2,0,2,3,2,0,1,0,0,-0.392,-1.1223
lcl|c228666_g1_i2|m.13507,218,8,1,3,3,6,5,6,12,0,2,0,1,0,1,2,0,0,0,1,0,-1.484,-4.4672
lcl|c228683_g1_i7|m.13540,166,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033,0.0742
lcl|c228700_g2_i2|m.13570,222,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002,0.0033
lcl|c228709_g4_i2|m.13577,159,3,3,2,2,2,3,2,2,3,4,1,1,2,0,0,0,1,1,2,2,-0.706,-2.0021
lcl|c228728_g1_i4|m.13597,471,4,0,5,1,5,5,4,3,2,3,2,2,3,3,3,2,3,3,3,2,-0.229,-0.8669
lcl|c228742_g3_i1|m.13609,150,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,-0.002,-0.005
lcl|c228746_g2_i5|m.13610,502,3,3,3,3,6,3,3,4,2,5,4,2,6,2,2,4,2,2,5,2,-0.114,-0.4423
lcl|c228746_g3_i3|m.13615,501,5,3,3,1,5,2,3,4,4,5,3,3,2,2,2,0,0,0,3,0,-0.623,-2.1369
lcl|c228772_g4_i5|m.13636,598,17,12,9,6,11,10,15,10,7,13,10,5,17,9,8,7,10,8,11,9,-0.148,-1.0733
lcl|c228778_g1_i1|m.13644,342,1,1,1,1,1,0,0,1,1,1,2,1,0,0,1,1,0,0,1,2,0.144,0.3435
lcl|c228789_g1_i1|m.13647,461,8,1,7,5,5,4,5,3,2,2,8,4,9,4,9,5,6,4,4,2,0.275,1.3629
lcl|c228815_g2_i1|m.13678,308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.002,-0.0053
lcl|c228825_g1_i1|m.13684,617,8,7,4,10,13,9,9,12,2,18,3,9,6,14,7,13,5,5,3,5,-0.276,-1.7084
lcl|c228830_g2_i1|m.13692,262,5,5,0,1,3,3,1,1,2,2,0,4,2,0,3,3,3,5,3,4,0.192,0.6764
lcl|c228833_g2_i1|m.13698,204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.006,-0.013
lcl|c228847_g1_i2|m.13712,355,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038,-0.082
lcl|c228854_g2_i6|m.13724,516,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,1,0,1,1,0.066,0.152
lcl|c228864_g3_i2|m.13732,444,25,12,4,14,30,54,53,52,0,49,9,36,21,38,23,13,38,14,30,9,-0.245,-2.8498
lcl|c228868_g10_i1|m.13735,171,3,4,0,3,2,5,1,1,0,3,0,1,0,0,0,0,0,0,0,1,-0.915,-2.4475
lcl|c228869_g1_i2|m.13736,285,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.004,-0.0085
lcl|c228904_g1_i5|m.13760,420,6,2,11,5,7,3,1,5,3,3,9,7,7,9,5,2,2,6,0,5,0.136,0.6932
lcl|c228938_g1_i6|m.13802,111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.009,-0.0201
lcl|c228940_g3_i1|m.13807,207,2,0,0,0,1,1,0,5,0,1,3,10,1,7,4,2,2,1,0,1,0.773,2.5436
lcl|c228945_g3_i2|m.13809,275,4,1,8,3,8,4,2,3,4,4,5,5,4,4,10,4,3,2,7,2,0.108,0.5044
lcl|c228955_g3_i2|m.13813,368,5,5,2,3,2,6,5,0,1,1,0,5,4,4,1,3,3,4,1,2,-0.108,-0.421
lcl|c228984_g1_i2|m.13846,896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,-0.0486
lcl|c228994_g6_i1|m.13852,154,3,7,5,8,9,6,9,6,3,4,0,11,3,3,3,4,5,2,6,4,-0.365,-1.8652
lcl|c229012_g1_i8|m.13875,285,3,1,3,2,2,1,4,1,1,3,0,0,1,0,1,0,0,0,0,0,-0.771,-1.9282
lcl|c229017_g1_i1|m.13879,454,2,5,0,2,1,4,0,1,3,3,0,1,2,0,0,2,1,3,0,0,-0.524,-1.3847
lcl|c229025_g3_i1|m.13888,182,0,1,1,2,2,0,1,1,0,0,3,0,0,2,1,0,0,1,0,0,0.081,0.1899
lcl|c229032_g2_i1|m.13894,237,0,0,1,0,1,0,1,1,0,0,2,1,1,3,1,0,0,1,3,0,0.433,1.0827
lcl|c229032_g2_i3|m.13895,243,0,0,1,0,1,0,2,1,0,0,3,2,2,3,1,1,2,1,4,0,0.648,1.7267
lcl|c229041_g1_i1|m.13901,398,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,-0.105,-0.2419
lcl|c229055_g1_i1|m.13922,312,17,53,41,49,2,9,28,12,29,31,31,10,17,31,6,27,5,18,19,20,-0.393,-3.932
lcl|c229056_g1_i4|m.13924,213,10,3,6,7,3,4,4,6,3,5,3,2,3,4,0,6,1,2,3,2,-0.648,-2.5785
lcl|c229060_g1_i1|m.13927,596,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,-0.103,-0.2442
lcl|c229067_g1_i3|m.13935,233,3,4,3,3,3,3,3,3,2,3,1,2,3,2,1,0,1,3,0,1,-0.629,-1.9672
lcl|c229067_g1_i6|m.13938,234,5,5,5,4,4,4,4,4,3,4,2,3,4,4,2,2,2,4,1,2,-0.498,-2.0099
lcl|c229073_g2_i1|m.13946,385,1,3,3,1,2,1,0,3,0,4,1,1,0,0,1,1,0,0,1,0,-0.729,-1.7969
lcl|c229089_g2_i5|m.13955,509,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,1,1,0,0.222,0.4775
lcl|c229093_g1_i2|m.13957,207,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,-0.097,-0.2153
lcl|c229095_g1_i2|m.13958,456,2,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,-0.103,-0.2315
lcl|c229109_g1_i2|m.13969,603,4,0,1,2,4,3,1,5,0,2,6,3,5,1,4,3,4,1,6,3,0.41,1.5009
lcl|c229110_g2_i1|m.13970,436,1,2,2,4,7,5,4,3,3,5,2,2,2,2,1,1,2,3,2,1,-0.689,-2.2489
lcl|c229132_g1_i2|m.13984,548,5,2,1,0,2,3,4,1,2,2,0,0,2,2,4,1,0,0,0,0,-0.41,-1.143
lcl|c229134_g1_i1|m.13988,358,0,0,1,2,0,1,1,1,3,1,1,1,0,1,2,2,1,0,1,0,-0.056,-0.1364
lcl|c229162_g3_i1|m.14008,454,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.014,-0.029
lcl|c229207_g3_i3|m.14046,388,3,1,1,2,2,3,2,1,0,3,5,3,2,5,5,2,5,0,4,3,0.624,2.3116
lcl|c229261_g2_i4|m.14109,321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.01,-0.0225
lcl|c229276_g4_i1|m.14123,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035,-0.0801
lcl|c229298_g2_i1|m.14136,435,11,6,10,10,16,12,9,11,2,13,4,10,8,7,6,7,3,3,3,1,-0.661,-3.867
lcl|c229310_g3_i5|m.14142,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.092,0.2085
lcl|c229310_g3_i5|m.14143,140,0,0,2,0,0,0,0,1,1,0,1,4,2,2,2,0,2,1,2,1,0.497,1.3395
lcl|c229340_g1_i1|m.14173,395,7,5,6,6,7,3,4,7,6,6,2,3,3,2,3,3,3,2,3,2,-0.793,-3.1965
lcl|c229342_g3_i2|m.14179,805,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,-0.014,-0.0291
lcl|c229348_g1_i1|m.14183,147,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.009,0.0204
lcl|c229348_g3_i2|m.14185,140,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,-0.0322
lcl|c229351_g6_i1|m.14197,136,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0.041,0.0909
lcl|c229353_g1_i2|m.14200,307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.009,-0.0193
lcl|c229422_g1_i2|m.14250,231,28,29,22,32,27,24,31,33,18,29,29,28,31,33,25,28,21,27,22,20,-0.034,-0.3758
lcl|c229422_g1_i9|m.14251,202,17,16,15,17,14,14,18,23,10,19,18,18,20,21,17,16,15,17,13,10,0.006,0.0565
lcl|c229426_g2_i2|m.14255,141,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2,0,1,0,1,0.118,0.2835
lcl|c229426_g2_i4|m.14256,196,0,1,0,1,0,0,0,1,2,1,0,1,0,1,1,1,0,0,1,1,-0.07,-0.1568
lcl|c229461_g3_i2|m.14279,226,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,-0.006,-0.0142
lcl|c229482_g2_i3|m.14286,150,5,4,12,6,4,3,3,4,3,5,4,3,3,5,2,3,2,3,3,2,-0.5,-2.1581
lcl|c229503_g1_i3|m.14339,303,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,1,0.08,0.1803
lcl|c229507_g2_i4|m.14343,387,0,0,0,1,1,0,1,1,0,0,2,2,0,1,1,2,0,1,1,0,0.232,0.5322
lcl|c229532_g3_i4|m.14360,436,37,29,35,44,45,32,37,42,19,43,39,49,38,52,44,29,34,23,42,25,0.026,0.3809
lcl|c229538_g7_i4|m.14373,442,4,2,1,3,5,4,3,2,1,1,3,3,2,1,2,3,2,3,1,2,-0.167,-0.5497
lcl|c229550_g1_i3|m.14392,450,27,16,16,16,25,24,14,27,13,28,12,21,11,23,18,13,10,10,11,11,-0.383,-3.2965
lcl|c229550_g1_i3|m.14393,235,13,8,11,9,14,8,6,14,8,11,12,13,13,16,11,10,10,9,8,8,0.073,0.5607
lcl|c229561_g1_i12|m.14408,590,13,7,5,9,7,7,13,8,6,10,2,10,4,5,9,4,4,3,8,5,-0.446,-2.5877
lcl|c229563_g2_i2|m.14411,651,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.216,-0.471
lcl|c229579_g3_i1|m.14426,186,4,3,5,6,4,3,3,7,2,6,5,6,6,5,3,3,3,2,4,3,-0.066,-0.3048
lcl|c229583_g3_i7|m.14431,631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-0.0076
lcl|c229592_g3_i11|m.14442,600,3,0,2,3,1,1,0,3,3,5,0,0,1,1,1,1,1,0,0,1,-0.834,-2.1571
lcl|c229615_g3_i4|m.14451,643,6,2,6,6,6,2,5,4,1,2,6,8,5,6,9,4,5,2,2,3,0.218,1.0661
lcl|c229625_g1_i5|m.14457,440,0,2,2,1,2,2,2,1,1,2,0,2,2,2,1,1,0,1,2,2,-0.078,-0.2042
lcl|c229642_g3_i10|m.14473,251,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.014,0.0288
lcl|c229670_g1_i2|m.14513,145,2,3,1,0,2,1,2,1,2,3,1,1,1,2,2,1,0,1,0,0,-0.401,-1.0941
lcl|c229675_g2_i2|m.14520,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.023,-0.0525
lcl|c229676_g1_i1|m.14524,349,11,7,3,8,9,6,7,12,3,10,4,2,1,3,4,4,3,2,5,3,-0.895,-3.9633
lcl|c229692_g2_i9|m.14545,398,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106,-0.243
lcl|c229705_g1_i1|m.14556,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,-0.0367
lcl|c229735_g7_i1|m.14573,187,2,3,5,7,9,5,5,3,1,3,4,8,5,5,8,15,6,5,8,6,0.488,2.5809
lcl|c229751_g1_i2|m.14592,603,19,11,18,19,15,14,15,13,9,11,19,8,13,13,17,16,10,8,8,5,-0.205,-1.6333
lcl|c229768_g1_i6|m.14605,304,4,5,5,4,4,2,5,6,2,4,4,2,3,4,3,2,1,5,5,4,-0.225,-1.0158
lcl|c229776_g6_i2|m.14612,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0992
lcl|c229781_g4_i1|m.14624,173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.056,-0.1251
lcl|c229808_g4_i2|m.14641,664,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.01,-0.0226
lcl|c229833_g1_i3|m.14669,216,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.002,-0.0041
lcl|c229853_g1_i1|m.14683,297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,-0.0556
lcl|c229874_g1_i3|m.14714,147,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0.066,0.1548
lcl|c229881_g6_i6|m.14719,493,24,25,26,19,21,17,25,19,15,21,16,7,6,10,9,9,6,11,14,9,-0.784,-6.2258
lcl|c229886_g1_i1|m.14723,167,1,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,-0.089,-0.2064
lcl|c229886_g1_i6|m.14730,168,2,1,2,1,0,2,0,3,1,2,1,1,0,0,1,1,0,0,0,1,-0.455,-1.1081
lcl|c229904_g1_i2|m.14752,721,4,1,8,4,3,3,4,3,2,4,6,8,8,5,5,5,6,6,6,4,0.53,2.4847
lcl|c229913_g3_i1|m.14763,435,1,4,0,2,3,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,-0.765,-1.9047
lcl|c229917_g4_i4|m.14770,568,5,3,9,8,11,3,9,9,3,10,5,4,0,3,5,2,2,2,4,4,-0.79,-3.6595
lcl|c229937_g4_i6|m.14792,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.0309
lcl|c230000_g8_i2|m.14843,129,0,1,3,1,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,-0.153,-0.363
lcl|c230011_g2_i5|m.14861,291,3,1,2,2,2,1,3,1,1,2,0,0,0,0,0,0,0,0,4,1,-0.343,-0.9295
lcl|c230032_g6_i1|m.14874,120,1,0,3,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.355,-0.837
lcl|c230033_g1_i4|m.14876,316,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-0.001,-0.0018
lcl|c230034_g1_i1|m.14877,152,1,1,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,-0.315,-0.7512
lcl|c230039_g1_i2|m.14881,293,0,1,1,0,2,1,3,5,1,3,3,1,2,1,3,2,0,1,0,0,-0.175,-0.5071
lcl|c230054_g1_i7|m.14897,550,3,0,6,0,1,4,4,3,2,3,4,4,4,6,3,1,3,5,4,1,0.222,0.8691
lcl|c230065_g1_i2|m.14908,120,5,4,2,5,5,5,5,6,3,6,2,2,3,4,1,4,3,1,2,2,-0.667,-2.6427
lcl|c230073_g1_i10|m.14919,555,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.104,0.233
lcl|c230102_g4_i1|m.14957,224,7,9,15,12,10,7,8,12,5,15,8,7,4,9,8,4,7,6,8,7,-0.394,-2.5959
lcl|c230110_g2_i2|m.14961,1969,4,3,1,3,3,2,2,4,0,3,2,0,0,1,1,0,0,2,2,0,-0.713,-2.1211
lcl|c230124_g3_i6|m.14973,838,7,4,6,6,8,8,4,7,3,8,6,5,2,5,3,2,3,2,2,4,-0.592,-2.9786
lcl|c230136_g1_i1|m.14983,462,0,0,1,0,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,-0.196,-0.4257
lcl|c230150_g4_i2|m.14989,367,1,2,1,1,0,3,0,4,1,4,0,1,0,0,0,0,0,0,0,0,-0.664,-1.6456
lcl|c230163_g1_i1|m.15005,339,3,4,4,2,3,4,1,3,3,3,1,1,2,4,3,2,0,1,3,2,-0.399,-1.3934
lcl|c230171_g1_i1|m.15015,207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.016,0.0347
lcl|c230175_g2_i2|m.15021,656,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0.019,0.0455
lcl|c230178_g1_i2|m.15028,291,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,2,3,0,0,2,0.555,1.3281
lcl|c230184_g2_i3|m.15031,258,2,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.094,-0.1945
lcl|c230186_g5_i1|m.15032,517,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.033,-0.075
lcl|c230192_g3_i5|m.15041,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,-0.0489
lcl|c230197_g3_i5|m.15044,143,2,5,2,2,2,2,1,1,1,3,0,1,0,2,1,1,0,0,1,0,-0.654,-1.818
lcl|c230219_g2_i3|m.15063,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0098
lcl|c230220_g1_i3|m.15065,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.006,-0.0132
lcl|c230220_g1_i6|m.15071,237,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0.11,0.2596
lcl|c230233_g2_i1|m.15093,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.037
lcl|c230270_g1_i2|m.15107,782,0,1,1,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,-0.177,-0.4048
lcl|c230276_g3_i1|m.15112,226,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.005,-0.0104
lcl|c230280_g4_i1|m.15118,203,0,2,0,1,1,1,1,0,0,1,0,0,1,0,0,3,0,1,0,1,0.1,0.2528
lcl|c230296_g1_i2|m.15136,266,2,1,3,5,4,2,1,2,0,3,4,2,0,3,3,5,0,0,2,1,-0.05,-0.1762
lcl|c230355_g4_i3|m.15198,234,17,16,18,24,23,16,14,15,9,19,17,14,13,13,10,17,9,8,10,6,-0.371,-3.0537
lcl|c230360_g10_i5|m.15205,379,2,1,0,0,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,0,0.022,0.0578
lcl|c230386_g2_i1|m.15223,386,1,2,1,2,2,2,2,4,0,3,3,1,1,0,1,2,1,1,1,1,-0.466,-1.2853
lcl|c230398_g2_i10|m.15236,140,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,4,0.749,2.0013
lcl|c230398_g2_i4|m.15241,142,1,4,4,2,1,0,0,0,0,1,13,0,0,2,0,8,0,9,0,4,0.925,3.1546
lcl|c230398_g2_i8|m.15247,171,1,12,4,5,1,0,0,0,1,1,13,0,1,2,2,18,0,17,0,5,0.795,3.4092
lcl|c230405_g2_i9|m.15259,115,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0004
lcl|c230406_g3_i1|m.15260,229,2,0,0,1,0,1,2,1,0,0,0,1,1,0,1,3,0,0,3,0,0.147,0.374
lcl|c230412_g8_i4|m.15270,165,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.062,-0.1339
lcl|c230414_g1_i1|m.15275,329,3,1,1,2,1,1,4,0,1,2,2,0,0,1,1,0,0,0,0,0,-0.449,-1.1674
lcl|c230434_g3_i1|m.15297,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.012,0.0247
lcl|c230438_g3_i4|m.15312,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.0407
lcl|c230481_g5_i1|m.15356,217,9,10,5,8,10,9,6,12,8,10,5,5,4,3,3,5,2,4,7,4,-0.749,-3.891
lcl|c230498_g3_i2|m.15368,179,4,1,2,2,3,2,8,0,0,2,1,2,4,2,3,2,8,4,5,1,0.21,0.7904
lcl|c230632_g1_i6|m.15498,263,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0.093,0.2011
lcl|c230636_g2_i1|m.15503,271,1,3,2,2,2,4,2,3,1,2,4,2,1,5,3,2,3,4,3,2,0.283,0.9633
lcl|c230758_g1_i1|m.15596,263,1,4,3,3,3,2,2,3,0,3,2,3,2,4,4,3,2,4,4,1,0.158,0.5615
lcl|c230767_g4_i2|m.15603,166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.004,-0.0087
lcl|c230771_g2_i1|m.15607,248,3,3,0,3,1,2,6,4,0,2,1,0,1,1,0,1,4,0,0,0,-0.717,-2.0983
lcl|c230792_g1_i1|m.15630,332,0,1,0,2,4,0,0,0,0,0,0,0,0,0,6,5,0,3,0,4,0.548,1.6508
lcl|c230819_g2_i9|m.15669,621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008,-0.0183
lcl|c230823_g3_i1|m.15672,350,17,23,46,31,38,16,12,34,13,29,32,30,13,24,15,18,13,8,10,10,-0.403,-3.8072
lcl|c230829_g2_i2|m.15680,763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.11,0.2481
lcl|c230862_g3_i1|m.15714,479,2,2,1,1,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,-0.322,-0.751
lcl|c230878_g4_i2|m.15732,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006,-0.0125
lcl|c230880_g3_i5|m.15737,268,1,1,2,2,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,-0.411,-1.0403
lcl|c230890_g2_i1|m.15747,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005,0.0107
lcl|c230944_g4_i1|m.15814,199,0,0,2,0,1,0,0,0,1,0,0,1,1,1,2,2,2,1,1,1,0.172,0.4175
lcl|c230947_g2_i4|m.15815,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032,-0.0673
lcl|c230960_g1_i5|m.15839,304,3,4,2,2,4,3,0,1,1,2,0,1,1,1,2,1,4,0,1,1,-0.478,-1.369
lcl|c230982_g4_i7|m.15848,206,1,1,0,1,0,0,0,1,1,0,1,2,1,2,1,0,0,1,1,1,0.177,0.4125
lcl|c230991_g1_i1|m.15860,187,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035,0.0743
lcl|c231030_g9_i2|m.15907,582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0057
