"","Row.names","X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT","PROTLEN"
"1031","lcl|c228940_g3_i1|m.13807",0,2,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,5,0,1,207
"1032","lcl|c228945_g3_i2|m.13809",5,2,4,1,8,3,5,5,9,6,8,4,2,4,6,6,5,3,4,4,275
"1033","lcl|c228955_g3_i2|m.13813",3,4,5,5,2,3,3,9,4,3,2,6,5,3,4,6,1,0,1,1,368
"1034","lcl|c228984_g1_i2|m.13846",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
"1035","lcl|c228994_g6_i1|m.13852",11,7,3,7,5,8,3,8,8,6,9,6,9,3,2,6,7,6,3,4,154
"1036","lcl|c229012_g1_i8|m.13875",12,3,3,1,3,2,10,12,7,2,2,1,4,11,13,9,4,1,1,3,285
"1037","lcl|c229017_g1_i1|m.13879",6,4,2,5,0,2,2,5,0,1,1,4,0,1,0,0,3,1,3,3,454
"1038","lcl|c229025_g3_i1|m.13888",1,2,0,1,1,2,1,0,0,1,2,0,1,2,0,0,0,1,0,0,182
"1039","lcl|c229032_g2_i1|m.13894",0,0,0,0,1,0,2,1,3,0,1,0,1,0,1,0,1,1,0,0,237
"1040","lcl|c229032_g2_i3|m.13895",0,0,0,0,1,0,2,1,3,0,1,0,2,0,1,0,1,1,0,0,243
"1041","lcl|c229041_g1_i1|m.13901",0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,398
"1042","lcl|c229055_g1_i1|m.13922",21,41,17,53,41,49,1,17,24,20,2,9,28,55,21,33,53,12,29,31,312
"1043","lcl|c229056_g1_i4|m.13924",3,5,10,3,6,7,5,6,6,7,3,4,4,5,11,13,11,6,3,5,213
"1044","lcl|c229060_g1_i1|m.13927",2,1,0,1,0,0,3,2,1,1,0,0,1,0,0,1,2,0,2,1,596
"1045","lcl|c229067_g1_i3|m.13935",3,2,3,4,3,3,3,4,4,3,3,3,3,4,2,3,4,3,2,3,233
"1046","lcl|c229067_g1_i6|m.13938",6,3,5,5,5,4,6,5,7,4,4,4,4,5,3,5,5,4,3,4,234
"1047","lcl|c229073_g2_i1|m.13946",2,6,1,3,3,1,5,1,4,2,2,1,0,5,5,2,4,3,0,4,385
"1048","lcl|c229089_g2_i5|m.13955",0,0,0,1,0,0,0,2,2,0,0,0,1,1,2,1,1,0,0,1,509
"1049","lcl|c229093_g1_i2|m.13957",1,1,0,0,0,0,0,1,1,1,0,1,2,1,0,0,1,0,0,0,207
"1050","lcl|c229095_g1_i2|m.13958",0,1,2,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,456
"1051","lcl|c229109_g1_i2|m.13969",0,4,4,0,1,2,1,3,3,1,4,3,1,2,3,1,0,5,0,2,603
"1052","lcl|c229110_g2_i1|m.13970",6,5,1,2,2,4,6,7,6,3,7,5,4,9,5,4,4,3,3,5,436
"1053","lcl|c229132_g1_i2|m.13984",9,4,5,2,1,0,4,8,8,0,2,3,4,3,4,6,4,1,2,2,548
"1054","lcl|c229134_g1_i1|m.13988",1,2,0,0,1,2,2,2,1,3,0,1,1,0,0,2,2,1,3,1,358
"1055","lcl|c229162_g3_i1|m.14008",0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,454
"1056","lcl|c229207_g3_i3|m.14046",1,1,3,1,1,2,4,5,1,3,2,3,2,3,0,1,2,1,0,3,388
"1057","lcl|c229261_g2_i4|m.14109",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"1058","lcl|c229276_g4_i1|m.14123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,249
"1059","lcl|c229298_g2_i1|m.14136",15,16,11,6,10,10,20,14,10,5,16,12,9,6,17,9,11,11,2,13,435
"1060","lcl|c229310_g3_i5|m.14142",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,374
"1061","lcl|c229310_g3_i5|m.14143",0,1,0,0,2,0,1,2,2,2,0,0,0,0,1,1,1,1,1,0,140
"1062","lcl|c229340_g1_i1|m.14173",5,6,7,5,6,6,15,11,6,9,7,3,4,7,4,13,8,7,6,6,395
"1063","lcl|c229342_g3_i2|m.14179",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,805
"1064","lcl|c229348_g1_i1|m.14183",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,147
"1065","lcl|c229348_g3_i2|m.14185",3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,140
"1066","lcl|c229351_g6_i1|m.14197",0,1,0,0,1,1,1,1,1,1,1,0,0,2,0,1,0,1,0,1,136
"1067","lcl|c229353_g1_i2|m.14200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,307
"1068","lcl|c229422_g1_i2|m.14250",31,31,28,29,22,32,30,26,24,29,27,24,31,39,31,35,28,33,18,29,231
"1069","lcl|c229422_g1_i9|m.14251",24,21,17,16,15,17,17,17,13,18,14,14,18,32,18,24,13,23,10,19,202
"1070","lcl|c229426_g2_i2|m.14255",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,141
"1071","lcl|c229426_g2_i4|m.14256",0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,1,2,1,196
"1072","lcl|c229461_g3_i2|m.14279",0,0,1,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,1,1,226
"1073","lcl|c229482_g2_i3|m.14286",6,3,5,4,12,6,3,5,3,4,4,3,3,2,4,2,2,4,3,5,150
"1074","lcl|c229503_g1_i3|m.14339",0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,303
"1075","lcl|c229507_g2_i4|m.14343",1,2,0,0,0,1,2,0,0,2,1,0,1,3,2,1,1,1,0,0,387
"1076","lcl|c229532_g3_i4|m.14360",28,38,37,29,35,44,46,35,42,31,45,32,37,47,49,36,31,42,19,43,436
"1077","lcl|c229538_g7_i4|m.14373",5,5,4,2,1,3,7,5,6,2,5,4,3,4,5,2,4,2,1,1,442
"1078","lcl|c229550_g1_i3|m.14392",31,42,27,16,16,16,45,37,23,15,25,24,14,11,39,38,38,27,13,28,450
"1079","lcl|c229550_g1_i3|m.14393",13,23,13,8,11,9,23,16,13,9,14,8,6,11,19,12,17,14,8,11,235
"1080","lcl|c229561_g1_i12|m.14408",14,11,13,7,5,9,6,13,12,8,7,7,13,4,5,13,11,8,6,10,590
"1081","lcl|c229563_g2_i2|m.14411",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,2,0,0,0,651
"1082","lcl|c229579_g3_i1|m.14426",1,5,4,3,5,6,7,4,1,3,4,3,3,4,4,3,1,7,2,6,186
"1083","lcl|c229583_g3_i7|m.14431",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,631
"1084","lcl|c229592_g3_i11|m.14442",6,5,3,0,2,3,4,1,0,1,1,1,0,2,3,2,2,3,3,5,600
"1085","lcl|c229615_g3_i4|m.14451",5,4,6,2,6,6,7,2,4,3,6,2,5,1,1,7,3,4,1,2,643
"1086","lcl|c229625_g1_i5|m.14457",1,1,0,2,2,1,2,1,2,1,2,2,2,1,3,1,1,1,1,2,440
"1087","lcl|c229642_g3_i10|m.14473",0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,251
"1088","lcl|c229670_g1_i2|m.14513",1,3,2,3,1,0,5,1,3,1,2,1,2,2,3,4,2,1,2,3,145
"1089","lcl|c229675_g2_i2|m.14520",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205
"1090","lcl|c229676_g1_i1|m.14524",2,9,11,7,3,8,6,8,6,5,9,6,7,6,7,9,7,12,3,10,349
"1091","lcl|c229692_g2_i9|m.14545",0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,398
"1092","lcl|c229705_g1_i1|m.14556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,252
"1093","lcl|c229735_g7_i1|m.14573",10,5,2,3,5,7,8,4,6,1,9,5,5,7,3,4,2,3,1,3,187
"1094","lcl|c229751_g1_i2|m.14592",8,21,19,11,18,19,17,18,13,16,15,14,15,15,10,11,16,13,9,11,603
"1095","lcl|c229768_g1_i6|m.14605",6,5,4,5,5,4,4,3,5,4,4,2,5,15,3,6,6,6,2,4,304
"1096","lcl|c229776_g6_i2|m.14612",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,780
"1097","lcl|c229781_g4_i1|m.14624",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,173
"1098","lcl|c229808_g4_i2|m.14641",0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,664
"1099","lcl|c229833_g1_i3|m.14669",0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,216
"1100","lcl|c229853_g1_i1|m.14683",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,297
"1101","lcl|c229874_g1_i3|m.14714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
"1102","lcl|c229881_g6_i6|m.14719",17,34,24,25,26,19,27,31,25,19,21,17,25,41,20,28,32,19,15,21,493
"1103","lcl|c229886_g1_i1|m.14723",2,2,1,0,1,0,1,1,0,0,0,1,0,0,1,3,1,2,0,1,167
"1104","lcl|c229886_g1_i6|m.14730",3,3,2,1,2,1,1,2,0,0,0,2,0,0,2,3,2,3,1,2,168
"1105","lcl|c229904_g1_i2|m.14752",0,4,4,1,8,4,3,6,4,4,3,3,4,7,6,6,7,3,2,4,721
"1106","lcl|c229913_g3_i1|m.14763",0,0,1,4,0,2,0,1,0,0,3,0,0,0,1,0,0,3,0,4,435
"1107","lcl|c229917_g4_i4|m.14770",8,7,5,3,9,8,9,5,5,5,11,3,9,8,7,4,3,9,3,10,568
"1108","lcl|c229937_g4_i6|m.14792",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,574
"1109","lcl|c230000_g8_i2|m.14843",3,0,0,1,3,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,129
"1110","lcl|c230011_g2_i5|m.14861",2,1,3,1,2,2,4,2,1,4,2,1,3,1,3,3,1,1,1,2,291
"1111","lcl|c230032_g6_i1|m.14874",2,2,1,0,3,2,1,2,1,1,2,0,0,4,2,1,1,0,0,1,120
"1112","lcl|c230033_g1_i4|m.14876",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,316
"1113","lcl|c230034_g1_i1|m.14877",2,1,1,1,0,0,1,1,2,0,0,1,1,2,1,4,1,3,0,3,152
"1114","lcl|c230039_g1_i2|m.14881",2,2,0,1,1,0,1,1,1,1,2,1,3,2,1,1,2,5,1,3,293
"1115","lcl|c230054_g1_i7|m.14897",4,3,3,0,6,0,4,5,3,1,1,4,4,9,8,7,1,3,2,3,550
"1116","lcl|c230065_g1_i2|m.14908",6,6,5,4,2,5,9,5,4,1,5,5,5,5,4,5,4,6,3,6,120
"1117","lcl|c230073_g1_i10|m.14919",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,555
"1118","lcl|c230102_g4_i1|m.14957",13,10,7,9,15,12,12,10,12,8,10,7,8,12,12,6,7,12,5,15,224
"1119","lcl|c230110_g2_i2|m.14961",3,2,4,3,1,3,5,5,2,0,3,2,2,10,1,2,1,4,0,3,1969
"1120","lcl|c230124_g3_i6|m.14973",9,14,7,4,6,6,14,8,9,8,8,8,4,12,8,12,13,7,3,8,838
"1121","lcl|c230136_g1_i1|m.14983",3,3,0,0,1,0,4,1,1,1,1,1,2,2,0,2,1,2,1,0,462
"1122","lcl|c230150_g4_i2|m.14989",2,2,1,2,1,1,2,2,3,2,0,3,0,1,3,2,3,4,1,4,367
"1123","lcl|c230163_g1_i1|m.15005",3,4,3,4,4,2,2,3,0,3,3,4,1,2,2,6,4,3,3,3,339
"1124","lcl|c230171_g1_i1|m.15015",3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,207
"1125","lcl|c230175_g2_i2|m.15021",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
"1126","lcl|c230178_g1_i2|m.15028",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,291
"1127","lcl|c230184_g2_i3|m.15031",1,1,2,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,258
"1128","lcl|c230186_g5_i1|m.15032",1,3,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,517
"1129","lcl|c230192_g3_i5|m.15041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754
"1130","lcl|c230197_g3_i5|m.15044",2,2,2,5,2,2,3,4,2,2,2,2,1,2,1,2,5,1,1,3,143
"1131","lcl|c230219_g2_i3|m.15063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
"1132","lcl|c230220_g1_i3|m.15065",1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,191
"1133","lcl|c230220_g1_i6|m.15071",2,0,1,0,1,0,1,2,1,1,1,0,1,1,4,3,3,0,0,1,237
"1134","lcl|c230233_g2_i1|m.15093",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294
"1135","lcl|c230270_g1_i2|m.15107",1,2,0,1,1,1,2,2,1,0,2,0,1,2,0,0,1,1,2,0,782
"1136","lcl|c230276_g3_i1|m.15112",0,2,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,226
"1137","lcl|c230280_g4_i1|m.15118",0,0,0,2,0,1,2,0,0,0,1,1,1,3,0,0,0,0,0,1,203
"1138","lcl|c230296_g1_i2|m.15136",0,1,2,1,3,5,3,1,0,0,4,2,1,6,3,1,1,2,0,3,266
"1139","lcl|c230355_g4_i3|m.15198",21,23,17,16,18,24,17,16,17,12,23,16,14,22,21,15,17,15,9,19,234
"1140","lcl|c230360_g10_i5|m.15205",1,1,2,1,0,0,0,2,1,4,1,1,1,1,1,1,2,1,2,1,379
"1141","lcl|c230386_g2_i1|m.15223",4,2,1,2,1,2,1,5,2,0,2,2,2,2,2,3,1,4,0,3,386
"1142","lcl|c230398_g2_i10|m.15236",0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,140
"1143","lcl|c230398_g2_i4|m.15241",0,4,1,4,4,2,1,0,0,1,1,0,0,4,1,0,2,0,0,1,142
"1144","lcl|c230398_g2_i8|m.15247",0,6,1,12,4,5,1,0,0,3,1,0,0,5,0,0,3,0,1,1,171
"1145","lcl|c230405_g2_i9|m.15259",1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,115
"1146","lcl|c230406_g3_i1|m.15260",0,2,2,0,0,1,1,1,1,1,0,1,2,0,0,1,1,1,0,0,229
"1147","lcl|c230412_g8_i4|m.15270",0,0,0,0,2,0,2,1,0,0,1,1,0,2,0,0,0,0,0,1,165
"1148","lcl|c230414_g1_i1|m.15275",2,2,3,1,1,2,3,3,3,2,1,1,4,2,3,2,4,0,1,2,329
"1149","lcl|c230434_g3_i1|m.15297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
"1150","lcl|c230438_g3_i4|m.15312",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
"1151","lcl|c230481_g5_i1|m.15356",8,11,9,10,5,8,13,13,10,7,10,9,6,6,9,13,11,12,8,10,217
"1152","lcl|c230498_g3_i2|m.15368",2,2,4,1,2,2,3,5,6,2,3,2,8,4,4,0,2,0,0,2,179
"1153","lcl|c230632_g1_i6|m.15498",4,3,0,0,0,0,1,3,2,0,0,0,1,0,0,1,1,1,1,1,263
"1154","lcl|c230636_g2_i1|m.15503",1,1,1,3,2,2,4,2,1,2,2,4,2,4,2,3,1,3,1,2,271
"1155","lcl|c230758_g1_i1|m.15596",3,0,1,4,3,3,3,4,2,5,3,2,2,5,3,1,1,3,0,3,263
"1156","lcl|c230767_g4_i2|m.15603",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,166
"1157","lcl|c230771_g2_i1|m.15607",3,1,3,3,0,3,0,1,5,0,1,2,6,15,0,2,4,4,0,2,248
"1158","lcl|c230792_g1_i1|m.15630",0,3,0,1,0,2,2,1,0,1,4,0,0,0,0,0,2,0,0,0,332
"1159","lcl|c230819_g2_i9|m.15669",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,621
"1160","lcl|c230823_g3_i1|m.15672",17,46,17,23,46,31,56,31,26,27,38,16,12,85,42,29,32,34,13,29,350
"1161","lcl|c230829_g2_i2|m.15680",1,2,0,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,763
"1162","lcl|c230862_g3_i1|m.15714",2,1,2,2,1,1,1,1,1,1,2,1,0,3,1,3,0,1,1,2,479
"1163","lcl|c230878_g4_i2|m.15732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191
"1164","lcl|c230880_g3_i5|m.15737",4,1,1,1,2,2,1,0,0,2,0,1,1,3,0,4,1,3,1,2,268
"1165","lcl|c230890_g2_i1|m.15747",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
"1166","lcl|c230944_g4_i1|m.15814",0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,199
"1167","lcl|c230947_g2_i4|m.15815",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"1168","lcl|c230960_g1_i5|m.15839",5,1,3,4,2,2,4,5,2,3,4,3,0,5,3,3,4,1,1,2,304
"1169","lcl|c230982_g4_i7|m.15848",0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,206
"1170","lcl|c230991_g1_i1|m.15860",0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,187
"1171","lcl|c231030_g9_i2|m.15907",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,582
"1172","lcl|c231043_g3_i4|m.15925",17,17,8,9,15,10,13,14,10,10,8,7,10,27,5,15,5,6,3,4,505
"1173","lcl|c231052_g3_i3|m.15929",6,9,11,6,7,10,9,7,9,7,8,5,10,12,7,12,8,9,4,10,350
"1174","lcl|c231068_g6_i2|m.15939",74,67,54,47,46,38,70,67,72,45,42,42,46,78,75,67,72,48,30,55,583
"1175","lcl|c231083_g2_i1|m.15952",0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,313
"1176","lcl|c231085_g3_i1|m.15955",2,0,5,4,4,6,2,2,2,1,10,6,6,0,1,0,1,18,5,9,220
"1177","lcl|c231102_g1_i6|m.15966",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,192
"1178","lcl|c231142_g1_i4|m.15993",1,11,8,7,7,11,11,8,10,9,13,5,4,8,5,7,9,5,4,5,389
"1179","lcl|c231190_g4_i3|m.16030",3,3,8,4,4,2,2,5,4,2,3,4,5,12,5,16,3,4,3,4,411
"1180","lcl|c231190_g4_i6|m.16031",3,4,12,3,4,2,2,6,4,2,5,4,6,14,6,19,3,5,3,4,350
"1181","lcl|c231210_g4_i4|m.16042",5,2,4,3,7,3,3,5,5,4,4,3,4,6,1,6,4,2,3,4,202
"1182","lcl|c231252_g2_i1|m.16075",0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,227
"1183","lcl|c231257_g1_i5|m.16082",1,5,1,3,3,2,0,3,1,7,2,3,1,6,2,0,2,0,0,0,423
"1184","lcl|c231281_g6_i3|m.16097",27,33,31,21,27,21,29,27,27,19,27,25,24,24,27,31,25,22,23,29,137
"1185","lcl|c231313_g2_i1|m.16122",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,286
"1186","lcl|c231326_g2_i1|m.16129",1,3,4,2,0,1,5,5,4,3,4,0,2,1,2,2,0,1,0,2,332
"1187","lcl|c231339_g4_i2|m.16143",2,3,3,1,3,2,4,4,1,4,0,3,1,0,3,4,1,3,1,0,424
"1188","lcl|c231352_g2_i1|m.16156",6,7,5,5,8,6,7,3,8,5,7,3,5,12,12,7,6,7,4,15,246
"1189","lcl|c231364_g6_i1|m.16162",7,8,5,4,9,6,9,8,2,0,9,7,0,0,4,5,5,6,2,7,433
"1190","lcl|c231378_g1_i2|m.16165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1155
"1191","lcl|c231430_g2_i12|m.16236",0,1,1,1,4,4,2,2,1,4,4,1,2,2,1,1,1,3,1,2,480
"1192","lcl|c231430_g2_i6|m.16242",1,7,5,4,10,8,6,7,7,6,5,7,9,8,5,8,4,4,2,6,528
"1193","lcl|c231440_g4_i2|m.16256",1,0,2,1,0,2,3,2,2,1,2,2,2,1,1,4,1,2,1,3,426
"1194","lcl|c231445_g1_i1|m.16259",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,328
"1195","lcl|c231460_g1_i4|m.16283",4,1,0,0,0,0,3,1,0,0,3,2,0,1,0,0,0,1,0,1,127
"1196","lcl|c231462_g1_i10|m.16284",0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,425
"1197","lcl|c231469_g3_i4|m.16290",2,4,3,1,3,1,2,3,3,1,2,1,1,5,2,0,2,1,1,3,279
"1198","lcl|c231477_g1_i1|m.16301",15,21,12,11,5,12,14,12,8,7,12,11,7,7,9,6,6,6,5,11,377
"1199","lcl|c231506_g1_i1|m.16344",2,3,1,1,1,1,2,2,2,1,0,0,1,1,3,1,2,0,1,1,344
"1200","lcl|c231559_g1_i5|m.16408",15,7,6,7,3,3,8,11,9,4,5,4,9,12,5,18,12,7,3,6,425
"1201","lcl|c231575_g5_i2|m.16426",3,2,3,2,0,3,2,1,2,0,2,0,0,0,1,1,1,2,0,1,291
"1202","lcl|c231577_g2_i2|m.16429",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176
"1203","lcl|c231579_g2_i1|m.16430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
"1204","lcl|c231601_g3_i1|m.16437",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,117
"1205","lcl|c231602_g3_i14|m.16438",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,525
"1206","lcl|c231604_g1_i1|m.16440",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966
"1207","lcl|c231615_g6_i2|m.16452",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
"1208","lcl|c231621_g3_i3|m.16453",0,0,0,0,1,0,2,0,3,0,2,0,1,0,0,1,0,1,0,0,264
"1209","lcl|c231634_g1_i2|m.16472",13,12,11,4,2,5,17,8,13,6,6,3,5,11,11,12,4,0,3,2,1063
"1210","lcl|c231694_g3_i2|m.16524",1,2,1,0,1,1,0,1,1,0,2,2,0,1,1,2,1,1,1,1,191
"1211","lcl|c231698_g2_i1|m.16532",0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,1,1,177
"1212","lcl|c231732_g6_i1|m.16569",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,347
"1213","lcl|c231737_g1_i3|m.16576",4,4,2,3,4,5,4,4,4,3,2,6,4,5,3,2,1,3,1,4,191
"1214","lcl|c231738_g2_i1|m.16579",3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,590
"1215","lcl|c231739_g1_i3|m.16580",4,2,2,2,1,2,1,5,2,3,2,2,7,1,4,2,4,5,1,3,253
"1216","lcl|c231751_g1_i2|m.16591",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597
"1217","lcl|c231789_g3_i2|m.16623",1,0,0,0,1,0,1,2,2,1,2,2,1,2,1,0,0,1,0,3,804
"1218","lcl|c231808_g9_i1|m.16644",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,155
"1219","lcl|c231811_g3_i1|m.16645",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,663
"1220","lcl|c231821_g3_i1|m.16651",5,8,2,0,3,2,3,5,10,3,4,4,7,5,2,7,7,5,3,2,451
"1221","lcl|c231859_g5_i5|m.16713",1,1,2,2,2,2,0,5,0,2,3,2,4,6,0,2,1,1,1,3,398
"1222","lcl|c231864_g5_i1|m.16720",1,0,1,1,1,1,2,2,1,0,1,1,2,1,2,1,2,1,1,2,313
"1223","lcl|c231881_g1_i2|m.16748",8,15,10,11,9,11,9,12,9,12,5,10,6,10,11,11,14,12,7,8,469
"1224","lcl|c231884_g4_i1|m.16750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
"1225","lcl|c231891_g1_i1|m.16759",0,4,1,0,0,2,2,1,1,0,1,0,1,3,2,1,1,1,2,2,301
"1226","lcl|c231896_g2_i12|m.16763",0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,298
"1227","lcl|c231904_g1_i7|m.16777",3,6,4,8,7,9,4,6,6,3,5,3,8,5,1,3,6,2,4,4,327
"1228","lcl|c231929_g5_i1|m.16788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"1229","lcl|c231929_g5_i4|m.16789",0,1,2,0,1,1,1,1,1,0,1,0,1,1,0,2,0,0,2,0,176
"1230","lcl|c231931_g2_i1|m.16792",16,21,15,22,19,18,20,12,20,14,14,12,18,30,22,16,18,18,13,18,399
"1231","lcl|c231949_g7_i1|m.16814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407
"1232","lcl|c231963_g1_i7|m.16837",15,33,28,30,21,31,28,34,21,30,19,22,23,46,21,20,33,17,18,18,608
"1233","lcl|c231967_g1_i2|m.16842",2,6,4,1,5,3,6,2,3,0,6,2,4,6,4,6,4,4,0,4,529
"1234","lcl|c231981_g4_i6|m.16864",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,210
